Years;Cluster Id;Cluster generic legend;Cluster specific legend;Terms id;Pseudo-Inclusion;Cluster Size;Density;Number of fathers;Number of sons
2006 2009;69;443;394;360 579 439 420 469 604 186 394 443;0;0;0;1;0
2006 2009;70;410;538;599 688 583 538 410 352;0;0;0;1;0
2006 2009;71;574;601;574 594 653 599 688 614 487 601;0;0;0;1;0
2006 2009;72;1128;925;1130 1140 948 1117 1149 1128 925;0;0;0;1;0
2006 2009;73;559;577;598 567 579 621 577 559;0;0;0;1;0
2006 2009;74;362;207;370 360 362 579 207 186;0;0;0;0;0
2006 2009;75;718;445;699 399 445 714 598 682 683 479 726 718;0;0;0;1;0
2006 2009;76;81;224;272 192 505 163 224 81;0;0;0;1;0
2006 2009;77;33;129;137 129 279 249 370 33;0;0;0;0;0
2006 2009;78;535;920;1010 1030 1075 535 920 959;0;0;0;0;0
2006 2009;79;466;749;714 466 533 749 835 598 567 579 428 580 621 507 597 680 380;0;0;0;0;0
2006 2009;80;202;305;305 272 182 192 344 505 163 224 332 251 322 202 248;0;0;0;2;0
2006 2009;81;46;48;137 598 198 285 140 46 48;0;0;0;0;0
2006 2009;82;78;346;137 249 370 346 33 78 579 125;0;0;0;1;0
2006 2009;83;499;533;533 598 567 579 621 507 726 499;0;0;0;1;0
2006 2009;84;126;140;137 249 259 598 198 579 285 125 126 140;0;0;0;1;0
2006 2009;85;211;126;249 259 211 370 598 198 579 125 126;0;0;0;1;0
